City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
230,Hasaki,JP,2019-11-16 01:32:04,35.73,140.83,60.8,48,20,1.12,few clouds,0.0,0.0
231,Fortuna,US,2019-11-16 01:32:04,40.6,-124.16,57.99,93,90,8.05,overcast clouds,0.0,0.0
232,Aleksandrovsk-Sakhalinskiy,RU,2019-11-16 01:32:04,50.9,142.16,14.9,89,100,22.32,light snow,0.0,0.75
233,Lorengau,PG,2019-11-16 01:32:04,-2.02,147.27,84.85,68,0,1.86,clear sky,0.0,0.0
234,Buala,SB,2019-11-16 01:32:05,-8.15,159.59,86.05,62,94,5.53,overcast clouds,0.0,0.0
235,Katangli,RU,2019-11-16 01:32:05,51.71,143.23,9.9,72,96,7.63,overcast clouds,0.0,0.0
236,Mehran,IR,2019-11-16 01:32:05,33.12,46.17,48.2,29,0,6.93,clear sky,0.0,0.0
237,Pestravka,RU,2019-11-16 01:32:05,52.4,49.95,29.97,85,46,7.07,scattered clouds,0.0,0.0
238,Manali,IN,2019-11-16 01:32:06,32.25,77.19,44.85,68,100,9.89,light rain,2.31,0.0
239,Port-Cartier,CA,2019-11-16 01:32:06,50.03,-66.88,26.6,79,75,12.75,broken clouds,0.0,0.0
240,Rocha,UY,2019-11-16 01:32:06,-34.48,-54.34,53.53,87,13,5.1,few clouds,0.0,0.0
241,Auburn,US,2019-11-16 01:29:06,44.1,-70.23,43.0,59,1,5.82,clear sky,0.0,0.0
242,New Norfolk,AU,2019-11-16 01:32:07,-42.78,147.06,60.01,35,40,24.16,scattered clouds,0.0,0.0
243,Kabale,UG,2019-11-16 01:32:07,-1.26,29.99,54.3,88,100,4.47,overcast clouds,0.0,0.0
244,Farafangana,MG,2019-11-16 01:32:07,-22.82,47.83,77.94,86,88,17.56,light rain,2.69,0.0
245,Zhigansk,RU,2019-11-16 01:32:07,66.77,123.37,-5.1,94,99,17.29,overcast clouds,0.0,0.0
246,Hohhot,CN,2019-11-16 01:32:07,40.81,111.65,32.0,42,96,4.47,overcast clouds,0.0,0.0
247,Port Blair,IN,2019-11-16 01:32:08,11.67,92.75,82.49,75,100,4.76,light rain,0.19,0.0
248,Prado,CO,2019-11-16 01:32:08,3.75,-74.93,70.72,78,73,3.47,broken clouds,0.0,0.0
249,Palu,ID,2019-11-16 01:32:08,-0.9,119.87,86.65,50,0,2.37,clear sky,0.0,0.0
250,Lexington,US,2019-11-16 01:32:08,38.05,-84.5,35.6,80,1,8.99,clear sky,0.0,0.0
251,San Quintin,PH,2019-11-16 01:32:09,17.54,120.52,87.08,57,100,4.25,overcast clouds,0.0,0.0
252,Adrar,DZ,2019-11-16 01:32:09,27.87,-0.29,66.2,25,0,11.41,clear sky,0.0,0.0
253,Flinders,AU,2019-11-16 01:32:09,-34.58,150.85,73.99,52,75,13.87,broken clouds,0.0,0.0
254,Namatanai,PG,2019-11-16 01:32:09,-3.66,152.44,85.01,68,1,3.8,clear sky,0.0,0.0
255,Grindavik,IS,2019-11-16 01:32:09,63.84,-22.43,35.6,86,75,10.29,shower rain,0.0,0.0
256,Ciudad Bolivar,VE,2019-11-16 01:28:16,8.12,-63.55,82.17,64,65,6.06,broken clouds,0.0,0.0
257,Pevek,RU,2019-11-16 01:32:10,69.7,170.27,6.93,58,0,1.36,clear sky,0.0,0.0
258,Valer,ES,2019-11-16 01:32:10,41.76,-6.18,32.34,88,39,6.2,scattered clouds,0.0,0.0
259,Dikson,RU,2019-11-16 01:32:10,73.51,80.55,-2.11,90,0,5.61,clear sky,0.0,0.0
260,Codrington,AU,2019-11-16 01:32:11,-28.95,153.24,95.0,29,90,17.22,overcast clouds,0.0,0.0
261,Le Vauclin,MQ,2019-11-16 01:32:11,14.55,-60.84,78.8,88,4,3.36,clear sky,0.0,0.0
262,Mosjoen,NO,2019-11-16 01:29:49,65.84,13.19,39.2,80,100,13.87,overcast clouds,0.0,0.0
263,Tomatlan,MX,2019-11-16 01:32:12,19.93,-105.25,68.72,97,100,3.11,light rain,1.0,0.0
264,Ekhabi,RU,2019-11-16 01:32:12,53.51,142.97,16.88,75,100,12.57,overcast clouds,0.0,0.0
265,Adre,TD,2019-11-16 01:32:12,13.47,22.2,71.49,33,18,14.09,few clouds,0.0,0.0
266,Nelson Bay,AU,2019-11-16 01:32:13,-32.72,152.14,73.99,40,40,13.87,scattered clouds,0.0,0.0
267,Nhulunbuy,AU,2019-11-16 01:32:13,-12.18,136.78,87.8,58,75,9.17,broken clouds,0.0,0.0
268,Perth,AU,2019-11-16 01:29:10,-31.95,115.86,84.2,39,48,14.99,scattered clouds,0.0,0.0
269,Ewa Beach,US,2019-11-16 01:32:13,21.32,-158.01,84.2,66,75,12.75,broken clouds,0.0,0.0
270,Isangel,VU,2019-11-16 01:32:14,-19.55,169.27,86.0,48,75,13.87,broken clouds,0.0,0.0
271,Yangambi,CD,2019-11-16 01:32:14,0.77,24.47,71.04,92,100,1.9,light rain,0.44,0.0
272,Tilichiki,RU,2019-11-16 01:32:14,60.47,166.1,10.8,74,95,9.62,overcast clouds,0.0,0.0
273,Oktyabrskiy,RU,2019-11-16 01:32:14,55.61,37.97,35.01,92,20,6.71,few clouds,0.0,0.0
274,Cockburn Town,TC,2019-11-16 01:32:14,21.46,-71.14,81.37,78,3,13.27,clear sky,0.0,0.0
275,Itarema,BR,2019-11-16 01:32:15,-2.92,-39.92,75.45,85,0,5.55,clear sky,0.0,0.0
276,Ekibastuz,KZ,2019-11-16 01:32:15,51.72,75.32,0.14,73,23,8.01,few clouds,0.0,0.0
277,Chapais,CA,2019-11-16 01:32:15,49.78,-74.86,-2.2,77,90,10.29,light snow,0.0,0.0
278,Broome,GB,2019-11-16 01:32:15,52.47,1.45,46.0,87,98,5.82,overcast clouds,0.0,0.0
279,Anderson,US,2019-11-16 01:32:16,34.51,-82.65,50.0,87,90,9.19,light rain,0.0,0.0
280,Lunenburg,CA,2019-11-16 01:32:16,44.38,-64.32,45.0,89,50,1.99,scattered clouds,0.0,0.0
281,Maniitsoq,GL,2019-11-16 01:32:16,65.42,-52.9,30.85,66,100,16.75,snow,0.0,1.56
282,Trincomalee,LK,2019-11-16 01:32:16,8.58,81.23,81.52,81,12,2.53,light rain,0.13,0.0
283,Thiruvananthapuram,IN,2019-11-16 01:30:09,8.48,76.92,77.0,94,75,3.36,light rain,0.0,0.0
284,Bilibino,RU,2019-11-16 01:32:17,68.06,166.44,-1.21,55,2,1.86,clear sky,0.0,0.0
285,Mar Del Plata,AR,2019-11-16 01:32:17,-46.43,-67.52,58.75,30,92,23.15,overcast clouds,0.0,0.0
286,Luoyang,CN,2019-11-16 01:27:55,34.66,112.42,48.79,39,17,1.43,few clouds,0.0,0.0
287,Sarab,IR,2019-11-16 01:32:18,38.61,44.99,33.55,81,0,1.83,clear sky,0.0,0.0
288,Severo-Kurilsk,RU,2019-11-16 01:32:18,50.68,156.12,24.62,63,80,21.23,light snow,0.0,0.5
289,Yuzhno-Kurilsk,RU,2019-11-16 01:32:18,44.03,145.86,36.19,51,100,25.03,overcast clouds,0.0,0.0
290,Aksarka,RU,2019-11-16 01:32:18,66.56,67.8,10.44,94,100,13.96,light snow,0.0,1.38
291,Constitucion,MX,2019-11-16 01:32:19,23.99,-104.67,59.0,54,5,4.7,clear sky,0.0,0.0
292,Santa Maria,BR,2019-11-16 01:29:54,-16.02,-48.01,69.8,88,75,10.29,broken clouds,0.0,0.0
293,Maragogi,BR,2019-11-16 01:32:19,-9.01,-35.22,78.69,77,75,16.06,broken clouds,0.0,0.0
294,Victoria,BN,2019-11-16 01:30:58,5.28,115.24,82.4,83,75,2.24,broken clouds,0.0,0.0
295,Jobat,IN,2019-11-16 01:32:19,22.42,74.57,71.58,50,0,7.27,clear sky,0.0,0.0
296,Cambrai,AU,2019-11-16 01:32:20,-34.65,139.28,66.99,47,33,5.01,scattered clouds,0.0,0.0
297,Teeli,RU,2019-11-16 01:32:20,51.01,90.2,-12.82,68,57,5.66,broken clouds,0.0,0.0
298,Vanimo,PG,2019-11-16 01:32:20,-2.67,141.3,84.88,69,73,9.98,broken clouds,0.0,0.0
299,Saint-Augustin,CA,2019-11-16 01:32:20,45.63,-73.98,27.0,53,40,10.29,scattered clouds,0.0,0.0
300,Saint-Pierre,FR,2019-11-16 01:32:20,48.95,4.24,37.99,100,0,12.75,clear sky,0.0,0.0
301,Lompoc,US,2019-11-16 01:32:21,34.64,-120.46,66.0,77,1,12.75,clear sky,0.0,0.0
302,Rawson,AR,2019-11-16 01:32:21,-43.3,-65.11,61.59,40,60,19.51,broken clouds,0.0,0.0
303,Newcastle,AU,2019-11-16 01:27:48,-32.93,151.78,79.0,40,40,13.87,scattered clouds,0.0,0.0
304,Antibes,FR,2019-11-16 01:30:02,43.58,7.11,46.4,87,75,12.75,broken clouds,0.0,0.0
305,Flagstaff,US,2019-11-16 01:31:01,35.2,-111.65,66.99,36,1,3.49,clear sky,0.0,0.0
306,Yonezawa,JP,2019-11-16 01:32:22,37.88,140.12,55.0,87,75,3.36,light intensity shower rain,0.0,0.0
307,Voi,KE,2019-11-16 01:32:22,-3.4,38.57,69.37,90,41,3.51,scattered clouds,0.0,0.0
308,Beaucaire,FR,2019-11-16 01:32:22,43.81,4.64,42.8,93,100,4.7,overcast clouds,0.0,0.0
309,Tupiza,BO,2019-11-16 01:32:22,-21.44,-65.72,49.93,66,82,7.07,broken clouds,0.0,0.0
310,Omboue,GA,2019-11-16 01:32:22,-1.57,9.26,72.91,94,100,2.71,light rain,2.19,0.0
311,Dayong,CN,2019-11-16 01:32:23,25.02,118.29,69.8,60,75,4.47,broken clouds,0.0,0.0
312,Cayenne,GF,2019-11-16 01:32:23,4.94,-52.33,75.2,88,27,2.24,scattered clouds,0.0,0.0
313,Nichinan,JP,2019-11-16 01:32:23,31.65,131.31,59.0,44,20,5.82,few clouds,0.0,0.0
314,Paita,PE,2019-11-16 01:32:23,-5.09,-81.11,68.0,79,100,7.02,overcast clouds,0.0,0.0
315,Derzhavinsk,KZ,2019-11-16 01:32:24,51.1,66.31,17.31,60,11,9.4,few clouds,0.0,0.0
316,Stabat,ID,2019-11-16 01:32:24,3.76,98.46,82.4,94,40,5.82,scattered clouds,0.0,0.0
317,Aracatuba,BR,2019-11-16 01:29:52,-21.21,-50.43,75.29,79,16,5.19,light rain,0.5,0.0
318,Elko,US,2019-11-16 01:32:24,40.83,-115.76,53.6,32,75,4.72,broken clouds,0.0,0.0
319,Emerald,AU,2019-11-16 01:32:24,-23.53,148.16,93.0,33,0,8.05,clear sky,0.0,0.0
320,Makaha,US,2019-11-16 01:32:25,21.47,-158.22,84.2,69,1,0.27,clear sky,0.0,0.0
321,Mayo,CA,2019-11-16 01:32:25,63.59,-135.9,3.2,71,90,10.29,light snow,0.0,0.0
322,Umm Lajj,SA,2019-11-16 01:32:25,25.02,37.27,71.76,75,11,5.57,few clouds,0.0,0.0
323,Billings,US,2019-11-16 01:32:25,45.79,-108.5,51.8,34,40,19.46,scattered clouds,0.0,0.0
324,Kichera,RU,2019-11-16 01:32:26,55.93,110.1,-7.98,79,0,5.61,clear sky,0.0,0.0
325,Nantucket,US,2019-11-16 01:32:26,41.28,-70.1,48.2,70,1,10.29,clear sky,0.0,0.0
326,Souillac,FR,2019-11-16 01:32:26,45.6,-0.6,43.0,93,75,6.93,broken clouds,0.0,0.0
327,Male,UA,2019-11-16 01:32:26,50.74,33.7,39.49,77,87,10.78,overcast clouds,0.0,0.0
328,Vardo,US,2019-11-16 01:32:26,39.62,-77.74,41.0,82,1,4.7,clear sky,0.0,0.0
329,Saint-Georges,CA,2019-11-16 01:32:27,46.12,-70.67,18.0,42,100,8.99,light snow,0.0,0.25
330,Kasongo-Lunda,CD,2019-11-16 01:32:27,-6.48,16.82,67.5,99,100,1.21,moderate rain,4.19,0.0
331,Port Hedland,AU,2019-11-16 01:32:27,-20.31,118.58,105.8,12,37,10.29,scattered clouds,0.0,0.0
332,Ellisras,ZA,2019-11-16 01:32:27,-23.67,27.74,68.95,52,0,8.79,clear sky,0.0,0.0
333,Ust-Nera,RU,2019-11-16 01:32:28,64.57,143.24,-4.43,96,66,3.8,broken clouds,0.0,0.0
334,Madang,CN,2019-11-16 01:32:28,35.32,102.79,41.22,39,18,7.56,few clouds,0.0,0.0
335,Ahipara,NZ,2019-11-16 01:32:28,-35.17,173.16,63.09,83,0,11.27,clear sky,0.0,0.0
336,Trelew,AR,2019-11-16 01:28:40,-43.25,-65.31,66.45,14,19,24.2,few clouds,0.0,0.0
337,Guadalajara,ES,2019-11-16 01:30:18,40.63,-3.16,41.0,86,20,5.73,few clouds,0.0,0.0
338,Bathsheba,BB,2019-11-16 01:32:29,13.22,-59.52,78.8,83,20,6.93,few clouds,0.0,0.0
339,Toshkivka,UA,2019-11-16 01:32:29,48.78,38.58,37.67,81,0,12.71,clear sky,0.0,0.0
340,Tupancireta,BR,2019-11-16 01:32:30,-29.08,-53.84,56.28,94,0,7.9,clear sky,0.0,0.0
341,Aklavik,CA,2019-11-16 01:32:30,68.22,-135.01,-5.8,75,20,5.44,few clouds,0.0,0.0
342,Ola,RU,2019-11-16 01:32:30,59.58,151.3,25.14,68,100,32.99,overcast clouds,0.0,0.0
343,Cudahy,US,2019-11-16 01:30:40,33.96,-118.19,66.99,68,1,3.0,clear sky,0.0,0.0
344,San Felipe,CL,2019-11-16 01:32:31,-32.75,-70.73,57.51,47,0,2.53,clear sky,0.0,0.0
345,Akhtubinsk,RU,2019-11-16 01:32:31,48.29,46.17,32.63,73,0,8.97,clear sky,0.0,0.0
346,Luxor,EG,2019-11-16 01:32:31,25.7,32.65,66.2,63,65,10.74,broken clouds,0.0,0.0
347,Bitung,ID,2019-11-16 01:32:31,1.44,125.19,87.8,58,40,3.36,scattered clouds,0.0,0.0
348,Hofn,IS,2019-11-16 01:32:31,64.25,-15.21,43.66,61,92,22.12,overcast clouds,0.0,0.0
349,Abay,KZ,2019-11-16 01:32:32,49.63,72.87,-2.2,77,0,6.71,clear sky,0.0,0.0
350,Kerman,IR,2019-11-16 01:32:32,30.29,57.06,23.0,11,11,4.7,few clouds,0.0,0.0
351,Urusha,RU,2019-11-16 01:32:32,54.05,122.9,-0.62,74,63,6.06,broken clouds,0.0,0.0
352,Boldumsaz,TM,2019-11-16 01:32:32,42.13,59.67,26.6,85,17,9.17,few clouds,0.0,0.0
353,Uetendorf,CH,2019-11-16 01:32:32,46.77,7.57,39.99,93,40,2.24,fog,0.0,0.0
354,Kiunga,PG,2019-11-16 01:32:33,-6.12,141.3,90.43,55,80,2.51,broken clouds,0.0,0.0
355,Aksu,KZ,2019-11-16 01:32:33,52.04,76.93,-5.8,83,32,6.71,scattered clouds,0.0,0.0
356,Soyo,AO,2019-11-16 01:32:33,-6.13,12.37,76.86,91,100,3.09,moderate rain,6.75,0.0
357,Bouca,CF,2019-11-16 01:32:33,6.51,18.28,71.65,71,99,1.19,overcast clouds,0.0,0.0
358,Skelleftea,SE,2019-11-16 01:32:34,64.75,20.95,15.8,92,95,3.36,overcast clouds,0.0,0.0
359,Geraldton,CA,2019-11-16 01:32:34,49.72,-86.95,-5.8,76,5,3.24,clear sky,0.0,0.0
360,Abaza,RU,2019-11-16 01:32:34,52.65,90.1,-13.09,91,95,4.27,overcast clouds,0.0,0.0
361,Tura,RU,2019-11-16 01:32:34,64.27,100.22,-27.49,98,64,0.67,broken clouds,0.0,0.0
362,Garowe,SO,2019-11-16 01:32:34,8.41,48.48,71.26,65,0,6.78,clear sky,0.0,0.0
363,La Ronge,CA,2019-11-16 01:32:35,55.1,-105.3,24.8,73,90,10.29,overcast clouds,0.0,0.0
364,Bakaly,RU,2019-11-16 01:32:35,55.18,53.8,29.21,83,58,10.02,broken clouds,0.0,0.0
365,Tonder,DK,2019-11-16 01:32:35,54.93,8.87,46.4,93,75,6.93,mist,0.0,0.0
366,Niteroi,BR,2019-11-16 01:32:35,-29.95,-51.16,68.0,72,0,6.93,clear sky,0.0,0.0
367,Mastic Beach,US,2019-11-16 01:32:35,40.77,-72.85,46.0,59,1,4.7,clear sky,0.0,0.0
368,Tazovskiy,RU,2019-11-16 01:32:36,67.47,78.7,-12.69,94,100,18.86,overcast clouds,0.0,0.0
369,El Alto,BO,2019-11-16 01:32:36,-16.5,-68.19,44.6,81,40,2.24,scattered clouds,0.0,0.0
370,Taber,CA,2019-11-16 01:29:33,49.79,-112.14,48.99,62,40,38.03,scattered clouds,0.0,0.0
371,Martinopolis,BR,2019-11-16 01:32:36,-22.15,-51.17,77.0,44,0,3.36,clear sky,0.0,0.0
372,Bonavista,CA,2019-11-16 01:32:37,48.65,-53.11,37.99,82,100,8.99,overcast clouds,0.0,0.0
373,Sao Desiderio,BR,2019-11-16 01:32:37,-12.36,-44.97,75.45,67,100,3.56,overcast clouds,0.0,0.0
374,Palmer,AU,2019-11-16 01:32:37,-34.85,139.16,66.99,44,75,16.11,broken clouds,0.0,0.0
375,Kenai,US,2019-11-16 01:28:08,60.55,-151.26,37.99,74,75,16.11,broken clouds,0.0,0.0
376,Moose Factory,CA,2019-11-16 01:32:37,51.26,-80.61,5.0,65,1,13.87,clear sky,0.0,0.0
377,Iqaluit,CA,2019-11-16 01:32:38,63.75,-68.52,19.4,57,90,8.05,overcast clouds,0.0,0.0
378,Sobolevo,RU,2019-11-16 01:32:38,54.43,31.9,36.03,86,85,9.22,overcast clouds,0.0,0.0
379,Dalhousie,CA,2019-11-16 01:32:38,48.06,-66.37,30.2,86,75,19.46,light snow,0.0,0.0
380,Nome,US,2019-11-16 01:32:38,30.04,-94.42,52.0,81,1,5.57,clear sky,0.0,0.0
381,Aberdeen,US,2019-11-16 01:32:39,46.98,-123.82,53.6,100,90,5.82,overcast clouds,0.0,0.0
382,Acton Vale,CA,2019-11-16 01:32:39,45.65,-72.56,30.0,53,1,21.92,light snow,0.0,0.0
383,Manokwari,ID,2019-11-16 01:32:39,-0.87,134.08,81.05,66,89,3.85,overcast clouds,0.0,0.0
384,Portland,US,2019-11-16 01:32:39,43.66,-70.25,43.0,48,40,13.87,scattered clouds,0.0,0.0
385,Matara,BI,2019-11-16 01:32:40,-3.48,29.48,58.3,86,100,3.94,overcast clouds,0.0,0.0
386,Richards Bay,ZA,2019-11-16 01:32:40,-28.77,32.06,70.05,79,3,22.86,clear sky,0.0,0.0
387,Marabba,SD,2019-11-16 01:32:40,12.35,32.18,77.45,24,33,5.41,scattered clouds,0.0,0.0
388,Paamiut,GL,2019-11-16 01:32:40,61.99,-49.67,27.84,86,100,13.4,light snow,0.0,1.06
389,Nemuro,JP,2019-11-16 01:32:41,43.32,145.57,35.6,43,75,10.29,broken clouds,0.0,0.0
390,Nexo,DK,2019-11-16 01:32:41,55.06,15.13,48.2,93,100,13.87,overcast clouds,0.0,0.0
391,Murmashi,RU,2019-11-16 01:32:41,68.82,32.82,26.6,86,75,8.95,broken clouds,0.0,0.0
392,Keti Bandar,PK,2019-11-16 01:32:41,24.14,67.45,71.42,65,0,18.95,clear sky,0.0,0.0
393,Basco,US,2019-11-16 01:32:41,40.33,-91.2,41.0,69,1,4.34,clear sky,0.0,0.0
394,Resistencia,AR,2019-11-16 01:32:42,-27.45,-58.99,73.4,64,0,6.93,clear sky,0.0,0.0
395,Nchelenge,ZM,2019-11-16 01:32:42,-9.35,28.74,70.65,85,100,6.82,overcast clouds,0.0,0.0
396,Senaki,GE,2019-11-16 01:32:42,42.27,42.06,55.4,50,0,20.8,clear sky,0.0,0.0
397,Vikhorevka,RU,2019-11-16 01:32:42,56.12,101.17,-14.8,75,75,6.71,light shower snow,0.0,0.0
398,Priargunsk,RU,2019-11-16 01:32:43,50.37,119.09,10.02,51,0,7.25,clear sky,0.0,0.0
399,Mae Sai,MM,2019-11-16 01:32:43,20.44,99.89,73.0,94,20,1.88,few clouds,0.0,0.0
400,Okha,RU,2019-11-16 01:32:43,53.59,142.95,16.88,75,100,12.57,overcast clouds,0.0,0.0
401,Rio Grande,BR,2019-11-16 01:29:07,-32.03,-52.1,62.01,92,21,11.5,few clouds,0.0,0.0
402,Areosa,PT,2019-11-16 01:32:43,41.72,-8.86,44.01,81,0,6.93,clear sky,0.0,0.0
403,Bulanash,RU,2019-11-16 01:32:44,57.28,62.0,29.93,87,76,11.74,broken clouds,0.0,0.0
404,San Francisco Del Mar,MX,2019-11-16 01:32:44,16.34,-94.51,72.73,65,3,12.8,clear sky,0.0,0.0
405,Naze,NG,2019-11-16 01:32:44,5.43,7.07,74.46,96,100,2.24,overcast clouds,0.0,0.0
406,Passo De Camaragibe,BR,2019-11-16 01:32:44,-9.24,-35.49,73.4,88,20,4.7,few clouds,0.0,0.0
407,Lakatoro,VU,2019-11-16 01:32:45,-16.11,167.42,80.22,72,67,16.24,broken clouds,0.0,0.0
408,Aguimes,ES,2019-11-16 01:32:45,27.91,-15.45,64.0,72,75,24.16,broken clouds,0.0,0.0
409,Longyan,CN,2019-11-16 01:32:45,25.1,117.03,76.53,41,0,1.66,clear sky,0.0,0.0
410,Kavieng,PG,2019-11-16 01:32:45,-2.57,150.8,84.99,68,56,5.55,broken clouds,0.0,0.0
411,Sinnamary,GF,2019-11-16 01:32:46,5.38,-52.96,82.63,80,0,14.76,clear sky,0.0,0.0
412,Ende,ID,2019-11-16 01:32:46,-8.84,121.65,82.35,73,0,12.68,clear sky,0.0,0.0
413,Eersel,NL,2019-11-16 01:32:46,51.36,5.32,39.99,93,90,1.12,overcast clouds,0.0,0.0
414,Ipojuca,BR,2019-11-16 01:32:46,-8.4,-35.06,80.6,74,40,8.05,scattered clouds,0.0,0.0
415,Sapernoye,RU,2019-11-16 01:32:47,60.72,29.95,35.01,92,100,5.46,overcast clouds,0.0,0.0
416,Banda Aceh,ID,2019-11-16 01:32:47,5.56,95.32,84.61,65,28,3.83,scattered clouds,0.0,0.0
417,Salalah,OM,2019-11-16 01:32:47,17.01,54.1,77.0,65,20,2.24,few clouds,0.0,0.0
418,Ciudad Del Maiz,MX,2019-11-16 01:30:19,22.4,-99.6,57.99,64,69,7.0,broken clouds,0.0,0.0
419,Vila Velha,BR,2019-11-16 01:32:47,-3.71,-38.6,80.6,74,75,11.41,broken clouds,0.0,0.0
420,Sisimiut,GL,2019-11-16 01:32:48,66.94,-53.67,21.02,93,100,8.01,light snow,0.0,1.44
421,Zaysan,KZ,2019-11-16 01:32:48,47.47,84.87,8.19,47,0,13.65,clear sky,0.0,0.0
422,Bereda,ES,2019-11-16 01:32:49,43.27,-7.54,48.2,81,40,6.93,light rain,0.0,0.0
423,Novosokolniki,RU,2019-11-16 01:32:49,56.35,30.15,33.08,97,82,3.89,broken clouds,0.0,0.0
424,Barra Patuca,HN,2019-11-16 01:32:49,15.8,-84.28,82.53,75,100,12.28,light rain,0.81,0.0
425,Hammerfest,NO,2019-11-16 01:32:49,70.66,23.68,33.8,94,75,1.12,shower sleet,0.0,0.0
426,Ramnagar,IN,2019-11-16 01:32:50,27.17,84.33,74.57,63,100,3.96,overcast clouds,0.0,0.0
427,Chumikan,RU,2019-11-16 01:32:50,54.72,135.31,5.94,86,100,15.28,light snow,0.0,0.19
428,Biak,ID,2019-11-16 01:32:50,-0.91,122.88,81.19,68,0,7.34,clear sky,0.0,0.0
429,Halifax,CA,2019-11-16 01:31:41,44.65,-63.58,45.0,93,75,9.17,broken clouds,0.0,0.0
430,Sola,TZ,2019-11-16 01:32:51,-3.17,33.8,66.06,78,100,5.55,overcast clouds,0.0,0.0
431,Port Hawkesbury,CA,2019-11-16 01:32:51,45.62,-61.36,46.0,87,90,12.75,overcast clouds,0.0,0.0
432,Goshen,US,2019-11-16 01:32:51,41.58,-85.83,35.6,86,90,5.12,overcast clouds,0.0,0.0
433,Mangan,IN,2019-11-16 01:32:51,27.5,88.54,59.22,47,0,3.36,clear sky,0.0,0.0
434,Amahai,ID,2019-11-16 01:32:52,-3.31,129.0,81.09,73,22,3.18,few clouds,0.0,0.0
435,Pangai,TO,2019-11-16 01:32:52,-19.8,-174.35,80.6,65,20,10.29,few clouds,0.0,0.0
436,Taizhou,CN,2019-11-16 01:32:52,32.48,119.91,75.0,51,78,3.49,broken clouds,0.0,0.0
437,Viedma,AR,2019-11-16 01:32:52,-40.81,-62.99,64.11,41,67,9.57,broken clouds,0.0,0.0
438,Igrim,RU,2019-11-16 01:32:52,63.19,64.42,35.17,89,100,15.21,light snow,0.0,0.19
439,Laguna,BZ,2019-11-16 01:32:53,16.17,-88.94,80.6,83,40,3.36,scattered clouds,0.0,0.0
440,Miles City,US,2019-11-16 01:32:53,46.41,-105.84,48.2,66,1,5.82,clear sky,0.0,0.0
441,Kurush,RU,2019-11-16 01:32:53,41.28,47.83,41.0,86,90,6.93,light rain,0.0,0.0
442,Zhuhai,CN,2019-11-16 01:32:54,40.71,112.04,32.0,30,73,4.47,broken clouds,0.0,0.0
443,Alyangula,AU,2019-11-16 01:32:54,-13.85,136.42,87.8,62,75,8.05,broken clouds,0.0,0.0
444,Kovdor,RU,2019-11-16 01:32:54,67.56,30.47,20.16,96,94,4.81,overcast clouds,0.0,0.0
445,Gympie,AU,2019-11-16 01:32:54,-26.2,152.66,90.0,40,0,1.99,clear sky,0.0,0.0
446,Colon,PH,2019-11-16 01:32:55,10.22,123.75,86.0,70,90,4.7,overcast clouds,0.0,0.0
447,Jaypur,IN,2019-11-16 01:32:55,23.05,87.44,77.25,64,0,3.62,clear sky,0.0,0.0
448,Sehithwa,BW,2019-11-16 01:32:55,-20.47,22.7,75.79,14,81,6.8,broken clouds,0.0,0.0
449,Oussouye,SN,2019-11-16 01:32:55,12.49,-16.54,78.8,74,100,2.24,overcast clouds,0.0,0.0
450,Cabedelo,BR,2019-11-16 01:32:55,-6.97,-34.84,78.8,83,20,8.05,few clouds,0.0,0.0
451,Jussara,BR,2019-11-16 01:32:56,-15.87,-50.87,71.65,90,100,2.95,light rain,2.5,0.0
452,Dutlwe,BW,2019-11-16 01:32:56,-23.98,23.93,69.01,22,0,5.14,clear sky,0.0,0.0
453,Mandeville,US,2019-11-16 01:32:56,30.36,-90.07,55.4,70,1,3.36,clear sky,0.0,0.0
454,Baijiantan,CN,2019-11-16 01:32:56,45.63,85.18,30.76,17,0,6.64,clear sky,0.0,0.0
455,Mecca,SA,2019-11-16 01:32:42,21.43,39.83,75.81,66,33,2.19,scattered clouds,0.0,0.0
456,Tiznit,MA,2019-11-16 01:32:57,29.7,-9.73,47.03,66,0,17.69,clear sky,0.0,0.0
457,Garoua,CM,2019-11-16 01:32:57,9.31,13.39,71.6,73,23,3.36,few clouds,0.0,0.0
458,Belyy,RU,2019-11-16 01:32:57,55.83,32.94,35.35,87,100,7.09,overcast clouds,0.0,0.0
459,Kalmunai,LK,2019-11-16 01:32:58,7.42,81.82,82.62,74,58,4.92,light rain,2.81,0.0
460,Kabinda,CD,2019-11-16 01:32:58,-6.14,24.49,68.7,91,94,1.99,overcast clouds,0.0,0.0
461,Narsaq,GL,2019-11-16 01:32:59,60.91,-46.05,24.8,53,84,8.05,broken clouds,0.0,0.0
462,Deputatskiy,RU,2019-11-16 01:32:59,69.3,139.9,-8.77,100,63,0.47,broken clouds,0.0,0.0
463,Sao Filipe,CV,2019-11-16 01:32:59,14.9,-24.5,72.34,76,98,8.5,overcast clouds,0.0,0.0
464,Port Hardy,CA,2019-11-16 01:32:59,50.7,-127.42,48.2,93,75,5.82,broken clouds,0.0,0.0
465,La Cruz,MX,2019-11-16 01:32:59,23.92,-106.89,77.0,72,0,3.22,clear sky,0.0,0.0
466,Helong,CN,2019-11-16 01:33:00,25.94,116.13,75.94,37,0,2.84,clear sky,0.0,0.0
